signal_index,signal_time,entry_price,session,a_open,a_high,a_low,a_close,a_bb_touch_strength,a_bb_position,a_bb_width_pct,a_rsi_value,a_rsi_divergence,a_volume_ratio,a_candle_rejection,a_candle_body_pct,a_atr_pct,a_trend_strength,a_prev_candle_body_pct,a_prev_volume_ratio,a_gap_from_prev_close,a_price_momentum,a_prev_was_selloff,a_previous_touches,a_time_since_last_touch,a_support_distance_pct,b_open,b_high,b_low,b_close,b_bb_touch_strength,b_bb_position,b_bb_width_pct,b_rsi_value,b_rsi_divergence,b_volume_ratio,b_candle_rejection,b_candle_body_pct,b_atr_pct,b_trend_strength,b_prev_candle_body_pct,b_prev_volume_ratio,b_gap_from_prev_close,b_price_momentum,b_prev_was_selloff,b_previous_touches,b_time_since_last_touch,b_support_distance_pct,c_open,c_high,c_low,c_close,c_bb_touch_strength,c_bb_position,c_bb_width_pct,c_rsi_value,c_rsi_divergence,c_volume_ratio,c_candle_rejection,c_candle_body_pct,c_atr_pct,c_trend_strength,c_prev_candle_body_pct,c_prev_volume_ratio,c_gap_from_prev_close,c_price_momentum,c_prev_was_selloff,c_previous_touches,c_time_since_last_touch,c_support_distance_pct,exit_index,final_pnl_pips,hit_tp_first,hit_sl_first,is_profitable
5895,2003-09-08 04:00:00,1.1102,3,1.1105,1.1114,1.1104,1.1112,1.038654,1.00299,3.852839,75.477363,0,0.098722,-0.142857,0.062995,0.445986,-2.352322,0.144053,0.930552,-0.018007,0.162367,0,4,16,2.807775,1.1098,1.1112,1.1082,1.1102,1.036407,0.918762,4.081183,73.321348,0,0.723204,-4.0,0.03603,0.433805,-2.293866,0.062995,0.098722,-0.12599,-0.198127,0,3,17,2.720231,1.1102,1.1107,1.1077,1.1085,1.034694,0.842516,4.11997,69.677492,0,0.907779,-0.470588,-0.15336,0.422768,-2.235724,0.03603,0.723204,0.0,-0.045118,0,2,18,2.571042,5896,10.0,0,1,1
5924,2003-09-13 00:00:00,1.1291,3,1.1249,1.1327,1.1238,1.132,1.008793,1.310529,1.2251,70.821263,0,1.321091,-0.15493,0.627208,0.468804,-0.602253,0.693333,1.20648,-0.008889,0.925011,0,1,1,4.59364,1.1321,1.1322,1.1279,1.1293,1.012032,1.039322,1.270433,65.947413,0,0.996427,-0.5,-0.247941,0.463556,-0.522005,0.627208,1.321091,0.008834,0.364834,0,1,2,4.365536,1.1291,1.1297,1.1286,1.1292,1.013017,0.961636,1.399798,65.766888,0,0.055465,-5.0,0.008856,0.437441,-0.432607,-0.247941,0.996427,-0.01771,0.062062,0,1,3,4.357067,5926,20.0,0,1,1
5925,2003-09-15 00:00:00,1.1262,3,1.1321,1.1322,1.1279,1.1293,1.012032,1.039322,1.270433,65.947413,0,0.996427,-0.5,-0.247941,0.463556,-0.522005,0.627208,1.321091,0.008834,0.364834,0,1,2,4.365536,1.1291,1.1297,1.1286,1.1292,1.013017,0.961636,1.399798,65.766888,0,0.055465,-5.0,0.008856,0.437441,-0.432607,-0.247941,0.996427,-0.01771,0.062062,0,1,3,4.357067,1.1262,1.1283,1.1253,1.1272,1.010142,0.806924,1.457506,62.105198,0,0.576953,-0.9,0.088715,0.43163,-0.342708,0.008856,0.055465,-0.265675,-0.292398,0,1,4,4.187367,5927,-30.0,0,1,0
5960,2003-09-22 16:00:00,1.1453,1,1.1446,1.1493,1.1414,1.1481,1.024257,1.038455,2.872949,78.299936,0,1.25875,-0.914286,0.304851,0.471365,1.24963,0.017472,1.035795,-0.008736,-0.131245,0,0,22,5.931539,1.1481,1.1491,1.1441,1.1451,1.025281,0.905426,2.849978,71.242255,0,1.176576,-0.333333,-0.261986,0.470032,1.291023,0.304851,1.25875,0.0,0.236552,0,0,23,5.685093,1.1453,1.1499,1.1441,1.1492,1.024676,0.966219,2.981453,74.610489,0,1.224478,-0.307692,0.339367,0.470951,1.33445,-0.261986,1.176576,0.017466,0.0,0,0,24,6.02158,5960,-30.0,0,1,0
6191,2003-11-13 00:00:00,1.1634,3,1.1595,1.1663,1.1589,1.1654,1.013224,1.249975,1.501232,74.618465,0,1.367827,-0.101695,0.506264,0.371873,-1.298224,0.129366,1.276395,0.0,0.12095,0,0,20,7.327956,1.1654,1.1658,1.1625,1.1632,1.016957,1.020121,1.707581,68.966789,0,1.030782,-0.318182,-0.189133,0.366228,-1.302613,0.506264,1.367827,0.0,0.310639,0,0,21,7.152682,1.1634,1.1659,1.1628,1.1646,1.017777,0.998668,1.919187,70.498125,0,0.902339,-0.5,0.10304,0.358674,-1.29362,-0.189133,1.030782,0.017194,0.025806,0,0,22,7.264297,6193,-30.0,0,1,0
6278,2003-12-03 00:00:00,1.2082,3,1.1983,1.2094,1.197,1.2087,1.006377,1.134451,1.419045,72.176925,0,1.401823,-0.125,0.860429,0.399413,1.525027,0.150225,1.272174,0.008346,0.226074,0,0,35,10.647803,1.2086,1.2094,1.2069,1.2081,1.014107,1.031017,1.455384,70.697008,0,1.056069,-2.4,-0.041387,0.385849,1.535179,0.860429,1.401823,-0.008273,0.827068,0,0,36,10.603427,1.2082,1.2116,1.2077,1.2084,1.01414,0.990457,1.476015,71.016999,0,0.926697,-2.5,0.016551,0.381252,1.55048,-0.041387,1.056069,0.008277,0.066286,0,0,37,10.625621,6278,-30.0,0,1,0
6298,2003-12-08 04:00:00,1.2168,3,1.217,1.2188,1.2162,1.2188,1.010405,1.128749,1.107064,69.538463,0,0.097076,-0.444444,0.147686,0.411636,1.988431,0.164339,0.90745,0.0,0.123487,0,0,55,11.388251,1.2167,1.2177,1.216,1.2168,1.010265,0.917946,1.183671,64.923272,0,0.584911,-7.0,0.008218,0.399299,2.03801,0.147686,0.097076,-0.172301,-0.016445,0,0,56,11.242604,1.2168,1.2171,1.2151,1.2162,1.009423,0.835905,1.22896,63.560393,0,0.820252,-1.833333,-0.049334,0.382706,2.084197,0.008218,0.584911,0.0,-0.074013,0,0,57,11.198816,6299,0.0,0,1,0
6302,2003-12-08 20:00:00,1.2226,2,1.2187,1.2241,1.2174,1.2228,1.011973,1.066007,1.532439,71.112434,0,1.156924,-0.317073,0.335296,0.390667,2.165154,0.188772,1.065524,0.024622,0.172797,0,0,59,11.678116,1.2228,1.2234,1.22,1.2227,1.014332,0.977075,1.682291,70.86694,0,1.246144,-27.0,-0.008179,0.382654,2.197759,0.335296,1.156924,0.0,0.21357,0,0,60,11.670892,1.2226,1.2242,1.2204,1.2222,1.0145,0.898548,1.76451,69.573654,0,1.071376,-4.5,-0.032728,0.377675,2.226804,-0.008179,1.246144,-0.008179,0.032787,0,0,61,11.634757,6303,10.0,0,1,1
6396,2003-12-30 00:00:00,1.2488,3,1.2494,1.2505,1.2477,1.2494,1.004733,1.06356,0.57206,68.671238,0,1.797731,0.0,0.0,0.227508,2.389867,0.144069,1.774793,0.0,0.04009,0,0,66,13.558508,1.2493,1.2504,1.2476,1.2488,1.004751,0.919717,0.61976,65.806772,0,1.486657,-2.4,-0.040038,0.227374,2.371717,0.0,1.797731,-0.008004,-0.008015,0,0,67,13.516976,1.2488,1.25,1.2478,1.2487,1.004962,0.862947,0.656884,65.317744,0,1.152682,-9.0,-0.008008,0.223735,2.35573,-0.040038,1.486657,0.0,0.016031,0,0,68,13.51005,6400,-30.0,0,1,0
6407,2003-12-31 20:00:00,1.2554,2,1.2608,1.2649,1.2597,1.2634,1.017102,1.061846,1.874183,83.847018,0,1.326901,-0.423077,0.205794,0.260997,2.248734,0.317259,1.243844,0.0,0.286601,0,0,77,14.516384,1.2635,1.2639,1.2512,1.2555,1.009867,0.703502,1.878019,59.456695,0,1.353988,-0.5375,-0.637196,0.316132,2.259737,0.205794,1.326901,0.007915,-0.674764,0,0,78,13.978495,1.2554,1.2596,1.2553,1.2593,1.012608,0.82934,1.891206,64.765951,0,0.810754,-0.025641,0.309696,0.317056,2.256492,-0.637196,1.353988,-0.007965,0.327685,0,0,79,14.238069,6407,-30.0,0,1,0
6423,2004-01-05 08:00:00,1.2658,1,1.2609,1.2674,1.2608,1.266,1.005751,1.130338,0.871925,66.788392,0,1.220544,-0.019608,0.402844,0.339695,2.256596,0.07939,0.084307,0.103207,0.222576,0,0,93,14.691943,1.2658,1.2673,1.2642,1.2658,1.008671,1.011579,0.978535,66.312097,0,1.460393,0.0,0.0,0.332974,2.266274,0.402844,1.220544,-0.015798,0.26967,0,0,94,14.678464,1.2658,1.2698,1.2632,1.2656,1.007825,0.931481,1.040205,65.806703,0,1.700635,-12.0,-0.015803,0.346488,2.276588,0.0,1.460393,0.0,-0.079101,0,0,95,14.664981,6423,-30.0,0,1,0
6427,2004-01-06 00:00:00,1.2673,3,1.2648,1.269,1.2642,1.2685,1.009156,1.028676,1.216344,68.555491,0,1.809063,-0.162162,0.291683,0.348633,2.284588,-0.07907,1.857766,0.007907,-0.039535,0,0,97,14.860071,1.2682,1.269,1.2653,1.2675,1.009751,0.911012,1.255104,65.950325,0,1.44367,-3.142857,-0.055227,0.344837,2.290651,0.291683,1.809063,-0.02365,0.087012,0,0,98,14.792899,1.2673,1.2693,1.2667,1.267,1.010858,0.839105,1.313881,64.62791,0,1.269965,-1.0,-0.023678,0.33499,2.295659,-0.055227,1.44367,-0.015779,0.110646,0,0,99,14.759274,6429,-30.0,0,1,0
6499,2004-01-21 16:00:00,1.2615,1,1.259,1.2675,1.2548,1.2661,1.023135,1.033241,3.08257,65.027174,0,1.264976,-0.591549,0.560777,0.521469,1.04194,0.111208,0.907738,0.007943,-0.135296,0,4,16,14.698681,1.2662,1.2664,1.2586,1.2619,1.026736,0.883123,3.277713,59.303794,0,1.261963,-0.767442,-0.340756,0.529984,0.995126,0.560777,1.264976,0.007898,0.302837,0,3,17,14.414771,1.2615,1.2655,1.2576,1.2642,1.026518,0.895979,3.498689,61.311951,0,1.244306,-1.444444,0.213574,0.535868,0.942928,-0.340756,1.261963,-0.031698,-0.079453,0,2,18,14.570479,6499,-30.0,0,1,0
6575,2004-02-07 00:00:00,1.2708,3,1.2658,1.2727,1.2651,1.2713,1.014574,1.314213,1.476318,70.843527,0,1.152979,-0.127273,0.432628,0.466723,-0.478329,1.082319,1.218622,0.0,1.110934,0,0,37,15.047589,1.2713,1.2717,1.269,1.2704,1.018589,1.103909,1.769876,69.226605,0,0.890768,-1.555556,-0.070844,0.448874,-0.476622,0.432628,1.152979,0.0,0.308276,0,0,38,14.987406,1.2708,1.2711,1.2694,1.2705,1.019455,1.008963,1.995673,69.31042,0,0.108619,-3.666667,-0.023613,0.426336,-0.476899,-0.070844,0.890768,0.031486,0.031521,0,0,39,14.994097,6576,40.0,1,0,1
6577,2004-02-09 04:00:00,1.2688,3,1.2708,1.2711,1.2694,1.2705,1.019455,1.008963,1.995673,69.31042,0,0.108619,-3.666667,-0.023613,0.426336,-0.476899,-0.070844,0.890768,0.031486,0.031521,0,0,39,14.994097,1.2619,1.2706,1.2606,1.2689,1.012465,0.891476,2.123216,66.203485,0,0.737037,-0.185714,0.551659,0.452675,-0.476554,-0.023613,0.108619,-0.676899,-0.693241,0,0,40,14.88691,1.2688,1.2762,1.2687,1.2742,1.019089,1.000203,2.322873,70.8628,0,0.969347,-0.018519,0.423795,0.460635,-0.466096,0.551659,0.737037,-0.007881,0.642551,0,0,41,15.240935,6577,-30.0,0,1,0
6699,2004-03-06 00:00:00,1.2373,3,1.2324,1.2433,1.2318,1.2392,1.020217,1.145085,2.274605,62.554056,0,1.296192,-0.088235,0.548741,0.576247,-1.493221,0.933517,1.232003,0.040588,1.182849,0,7,12,12.846998,1.2391,1.2396,1.2357,1.2373,1.023181,1.096489,2.210224,59.923064,0,0.832209,-0.888889,-0.145478,0.558423,-1.536976,0.548741,1.296192,-0.00807,0.31661,0,6,13,12.713166,1.2373,1.2373,1.236,1.2361,1.024027,0.971932,2.450205,58.256504,0,0.07074,-0.083333,-0.09708,0.526551,-1.579686,-0.145478,0.832209,0.0,0.024278,0,5,14,12.628428,6701,20.0,0,1,1
6700,2004-03-08 00:00:00,1.2366,3,1.2391,1.2396,1.2357,1.2373,1.023181,1.096489,2.210224,59.923064,0,0.832209,-0.888889,-0.145478,0.558423,-1.536976,0.548741,1.296192,-0.00807,0.31661,0,6,13,12.713166,1.2373,1.2373,1.236,1.2361,1.024027,0.971932,2.450205,58.256504,0,0.07074,-0.083333,-0.09708,0.526551,-1.579686,-0.145478,0.832209,0.0,0.024278,0,5,14,12.628428,1.2366,1.2383,1.2337,1.235,1.022427,0.885942,2.618308,56.699805,0,0.602095,-0.8125,-0.129555,0.515981,-1.621781,-0.09708,0.07074,0.04045,-0.186084,0,4,15,12.550607,6701,10.0,0,1,1
6842,2004-04-08 00:00:00,1.2173,3,1.2086,1.22,1.208,1.219,1.008102,1.03143,1.661623,57.728162,1,1.232165,-0.057692,0.853158,0.499994,-0.971165,0.041367,1.203165,-0.008273,0.057981,0,4,12,11.402789,1.219,1.2196,1.2164,1.2174,1.015437,0.910251,1.771759,55.460007,0,0.89677,-0.625,-0.131428,0.483665,-0.94862,0.853158,1.232165,0.0,0.695364,0,3,13,11.286348,1.2173,1.2183,1.2157,1.2179,1.015159,0.897528,1.875916,56.04126,0,0.736255,-2.666667,0.049265,0.464182,-0.922613,-0.131428,0.89677,-0.008214,-0.057547,0,2,14,11.322769,6843,0.0,0,1,0
6942,2004-04-30 04:00:00,1.1959,3,1.1929,1.1987,1.1922,1.1963,1.010183,1.008903,1.344549,62.90614,0,1.272916,-0.205882,0.28421,0.46548,-1.74162,0.385615,1.451599,0.0,0.361983,0,0,22,9.721642,1.1966,1.1973,1.1942,1.1957,1.011879,0.911881,1.431784,61.739371,0,1.010824,-1.666667,-0.07527,0.450967,-1.741198,0.28421,1.272916,0.025077,0.167757,0,0,23,9.67634,1.1959,1.1982,1.1952,1.1974,1.012898,0.941658,1.5555,63.788731,0,0.918783,-0.466667,0.125271,0.436056,-1.729623,-0.07527,1.010824,0.016727,0.083738,0,0,24,9.804577,6943,40.0,1,0,1
7053,2004-05-26 00:00:00,1.2108,3,1.2105,1.213,1.2081,1.2112,1.014793,1.043825,1.652846,67.874969,0,1.26829,-3.428571,0.057794,0.405038,0.158644,0.297373,1.146369,-0.00826,0.207366,0,2,18,10.832232,1.2107,1.2124,1.2092,1.2106,1.014934,0.963216,1.658598,66.536093,0,1.117505,-14.0,-0.00826,0.395174,0.20527,0.057794,1.26829,-0.041281,0.091052,0,1,19,10.788039,1.2108,1.212,1.2092,1.2107,1.014773,0.91111,1.744279,66.654154,0,1.007424,-15.0,-0.00826,0.383436,0.252622,-0.00826,1.117505,0.016521,0.0,0,0,20,10.795408,7054,0.0,0,1,0
7106,2004-06-07 12:00:00,1.2319,1,1.2322,1.2342,1.2317,1.2328,1.012541,1.018342,1.31165,68.050787,0,1.038693,-0.833333,0.04867,0.398335,1.667789,0.194742,0.645129,-0.016228,0.211537,0,1,5,12.394549,1.2328,1.2337,1.2307,1.2319,1.01199,0.915243,1.407884,65.561704,0,1.097457,-1.333333,-0.073058,0.387548,1.680453,0.04867,1.038693,0.0,-0.081189,0,1,6,12.330546,1.2319,1.2338,1.2308,1.2315,1.012255,0.858979,1.482689,64.433672,0,1.006435,-1.75,-0.032481,0.377383,1.691799,-0.073058,1.097457,0.0,0.008125,0,1,7,12.302071,7108,0.0,0,1,0
7189,2004-06-25 00:00:00,1.2168,3,1.2155,1.2193,1.2148,1.2176,1.007889,1.097339,0.926288,62.091789,0,1.206147,-0.333333,0.17247,0.3884,0.027144,0.271583,1.178375,0.032919,0.404992,0,4,2,11.30092,1.2175,1.2187,1.2164,1.2169,1.009455,0.960909,1.021942,60.648023,0,0.957265,-0.833333,-0.049306,0.374365,0.030652,0.17247,1.206147,-0.008213,0.131709,0,4,3,11.249897,1.2168,1.2193,1.2151,1.2159,1.00838,0.839852,1.071096,58.55342,0,0.889866,-0.888889,-0.074019,0.372584,0.033761,-0.049306,0.957265,-0.008218,-0.106873,0,4,4,11.176906,7191,10.0,0,1,1
7226,2004-07-03 00:00:00,1.2319,3,1.2266,1.2331,1.2263,1.2324,1.017476,1.227668,1.819079,69.79023,0,1.187601,-0.051724,0.470626,0.429628,0.145651,0.929398,1.127772,0.0,1.00486,0,5,14,12.366115,1.2324,1.233,1.2311,1.2319,1.022443,1.071089,2.134372,68.885718,0,0.825819,-1.6,-0.040588,0.410119,0.170306,0.470626,1.187601,0.0,0.391421,0,5,15,12.330546,1.2319,1.2327,1.2307,1.2321,1.022344,0.990636,2.34507,69.058463,0,0.175908,-6.0,0.016232,0.392358,0.192841,-0.040588,0.825819,0.0,-0.032491,0,4,16,12.344777,7230,40.0,1,0,1
7245,2004-07-08 00:00:00,1.2375,3,1.2363,1.2393,1.2351,1.2376,1.007252,1.084517,0.853004,68.322101,0,1.223502,-0.923077,0.105042,0.346935,0.476042,0.088968,1.141534,-0.008088,0.0,0,0,33,12.734324,1.2376,1.2384,1.2359,1.2373,1.008178,0.979839,0.946669,67.515545,0,1.084255,-4.666667,-0.024246,0.336665,0.491352,0.105042,1.223502,0.0,0.064772,0,0,34,12.713166,1.2375,1.2385,1.2362,1.2365,1.008533,0.868485,1.005618,65.301679,0,0.799454,-0.3,-0.080873,0.326106,0.507279,-0.024246,1.084255,0.016164,0.024274,0,0,35,12.656692,7247,10.0,0,1,1
7289,2004-07-19 00:00:00,1.2451,3,1.2442,1.2462,1.2437,1.2457,1.011322,1.102195,1.167918,67.293694,0,0.884909,-0.333333,0.120414,0.338948,1.315204,0.458089,1.220949,-0.008037,0.419863,0,3,17,13.301758,1.2453,1.246,1.2447,1.2454,1.01192,1.003779,1.236523,66.431733,0,0.118713,-6.0,0.00803,0.322269,1.333467,0.120414,0.884909,-0.03211,0.080405,0,2,18,13.280874,1.2451,1.2464,1.2445,1.2456,1.011625,0.949994,1.309156,66.737619,0,0.587476,-1.2,0.040141,0.310098,1.351076,0.00803,0.118713,-0.024089,-0.016068,0,1,19,13.294798,7292,40.0,1,0,1
7487,2004-09-01 00:00:00,1.2181,3,1.2102,1.2196,1.21,1.2184,1.010548,1.149181,1.516758,67.86273,0,1.274195,-0.02439,0.673014,0.343301,-0.450386,0.223067,1.096034,-0.016523,0.24855,0,6,8,11.35916,1.2185,1.2196,1.2169,1.2181,1.016999,1.034058,1.725892,67.108839,0,0.984955,-3.0,-0.032838,0.33469,-0.470446,0.673014,1.274195,0.008207,0.570248,0,6,9,11.337329,1.2181,1.2196,1.2173,1.2189,1.017954,0.995712,1.918868,68.125722,0,0.761866,-1.0,0.065633,0.324058,-0.488514,-0.032838,0.984955,0.0,0.03287,0,6,10,11.395521,7490,10.0,0,1,1
7581,2004-09-22 04:00:00,1.2319,3,1.2271,1.2348,1.2264,1.2335,1.013077,1.287397,1.460616,75.787583,0,1.082525,-0.109375,0.518849,0.316522,0.122862,0.0489,1.232371,0.00815,0.155165,0,2,7,12.444264,1.233,1.2334,1.2315,1.2318,1.01797,1.061675,1.70139,71.004439,0,0.613437,-0.25,-0.097418,0.305916,0.136711,0.518849,1.082525,-0.040535,0.415851,0,2,8,12.323429,1.2319,1.2332,1.2315,1.2322,1.018452,0.990898,1.902257,71.460846,0,0.797762,-1.333333,0.024347,0.293827,0.146121,-0.097418,0.613437,0.008118,0.0,0,2,9,12.351891,7583,10.0,0,1,1
7624,2004-10-01 04:00:00,1.2427,3,1.2428,1.2446,1.2422,1.2436,1.013977,1.130383,1.328734,74.164055,0,0.982393,-0.75,0.064329,0.306711,0.715664,0.193097,1.337748,-0.008046,0.266365,0,0,50,13.155355,1.2436,1.244,1.2421,1.2427,1.014079,0.987595,1.464334,71.270125,0,0.874742,-0.666667,-0.072423,0.295931,0.753038,0.064329,0.982393,0.0,-0.00805,0,0,51,13.09246,1.2427,1.2433,1.2416,1.2424,1.013549,0.912999,1.543563,70.285605,0,0.809355,-2.666667,-0.024147,0.284633,0.789882,-0.072423,0.874742,0.0,-0.040254,0,0,52,13.071475,7626,10.0,0,1,1
7660,2004-10-09 00:00:00,1.2408,3,1.2389,1.2435,1.238,1.2415,1.011684,1.24244,1.163767,71.56208,0,1.356741,-0.346154,0.209424,0.325305,0.933548,0.4358,1.239397,-0.016141,0.797916,0,0,23,13.008458,1.2416,1.2425,1.2403,1.2412,1.014228,1.080999,1.374713,70.593219,0,0.831593,-2.25,-0.032227,0.314803,0.935707,0.209424,1.356741,0.008055,0.185784,0,0,24,12.987432,1.2408,1.2412,1.2404,1.2408,1.014735,0.978139,1.528086,69.247038,0,0.042169,0.0,0.0,0.297016,0.936009,-0.032227,0.831593,-0.032227,0.008063,0,0,25,12.959381,7663,0.0,0,1,0
7661,2004-10-11 00:00:00,1.2417,3,1.2416,1.2425,1.2403,1.2412,1.014228,1.080999,1.374713,70.593219,0,0.831593,-2.25,-0.032227,0.314803,0.935707,0.209424,1.356741,0.008055,0.185784,0,0,24,12.987432,1.2408,1.2412,1.2404,1.2408,1.014735,0.978139,1.528086,69.247038,0,0.042169,0.0,0.0,0.297016,0.936009,-0.032227,0.831593,-0.032227,0.008063,0,0,25,12.959381,1.2417,1.2424,1.2399,1.2405,1.014554,0.90649,1.646038,68.196651,0,0.576292,-0.5,-0.096735,0.290263,0.938291,0.0,0.042169,0.072534,-0.04031,0,0,26,12.938331,7662,0.0,0,1,0
7710,2004-10-21 00:00:00,1.2587,3,1.2605,1.2631,1.2587,1.26,1.013327,1.071817,1.332088,77.767862,0,1.339224,-2.6,-0.039683,0.308903,0.964048,0.190401,1.228058,0.0,0.151178,0,0,31,14.285714,1.26,1.2607,1.2571,1.2587,1.011924,0.931151,1.40894,73.228594,0,1.071047,-1.230769,-0.103281,0.307564,0.972392,-0.039683,1.339224,0.0,-0.127115,0,0,32,14.197188,1.2587,1.2592,1.2571,1.2585,1.011715,0.872755,1.460654,72.527207,0,0.911496,-7.0,-0.015892,0.297559,0.980016,-0.103281,1.071047,0.0,0.0,0,0,33,14.183552,7711,0.0,0,1,0
7816,2004-11-15 00:00:00,1.297,3,1.2971,1.299,1.2967,1.2976,1.008606,1.084896,0.854091,64.802972,0,0.886362,-0.8,0.038533,0.3315,2.174669,0.516497,1.258014,-0.007709,0.683283,0,3,8,16.76942,1.2976,1.2977,1.2963,1.297,1.008508,0.957589,0.940861,63.104842,0,0.08103,-1.166667,-0.046261,0.315674,2.185775,0.038533,0.886362,0.0,-0.030848,0,3,9,16.730918,1.297,1.3,1.2954,1.2964,1.007814,0.862298,0.991448,61.372884,0,0.71944,-1.666667,-0.046282,0.318606,2.202291,-0.046261,0.08103,0.0,-0.069428,0,3,10,16.692379,7816,-30.0,0,1,0
7833,2004-11-17 20:00:00,1.3024,2,1.3025,1.3049,1.3018,1.3032,1.008799,1.054167,0.933227,66.116238,0,1.214318,-1.0,0.053714,0.305447,2.197667,0.475862,1.260045,-0.030701,0.424285,0,0,25,17.127072,1.3033,1.3044,1.3007,1.3024,1.007376,0.948985,0.911786,63.960893,0,1.239456,-1.888889,-0.069103,0.304096,2.189688,0.053714,1.214318,0.007673,-0.084498,0,0,26,17.076167,1.3024,1.305,1.302,1.3039,1.008671,0.989232,1.0201,66.186674,0,1.056572,-0.266667,0.115039,0.298484,2.17022,-0.069103,1.239456,0.0,0.099946,0,0,27,17.171562,7836,-30.0,0,1,0
7859,2004-11-24 00:00:00,1.3089,3,1.3065,1.3107,1.3059,1.3097,1.008821,1.00472,1.163315,63.095802,0,1.254605,-0.1875,0.244331,0.33415,1.884554,0.589271,1.318229,-0.015306,0.554401,0,0,51,17.538368,1.3097,1.3103,1.3072,1.3091,1.009394,0.91744,1.176905,61.848636,0,1.009154,-3.166667,-0.045833,0.327339,1.887862,0.244331,1.254605,0.0,0.099548,0,0,52,17.500573,1.3089,1.3103,1.308,1.309,1.009384,0.876746,1.151661,61.629986,0,0.896365,-9.0,0.007639,0.316532,1.888388,-0.045833,1.009154,-0.015278,0.0612,0,0,53,17.49427,7861,-30.0,0,1,0
7909,2004-12-06 00:00:00,1.3442,3,1.3406,1.3464,1.3404,1.3458,1.013597,1.217637,1.441564,71.971774,0,1.025526,-0.038462,0.386387,0.405364,2.276787,0.514733,1.330802,0.00746,0.607971,0,0,101,19.750334,1.3457,1.346,1.3451,1.3455,1.017553,1.071081,1.653306,71.352234,0,0.201844,-2.0,-0.014864,0.381272,2.299628,0.386387,1.025526,-0.007431,0.350642,0,0,102,19.732441,1.3442,1.3455,1.3427,1.3446,1.015762,0.956868,1.781422,69.421566,0,0.605254,-3.75,0.029749,0.369149,2.322178,-0.014864,0.201844,-0.096618,-0.178425,0,0,103,19.678715,7910,0.0,0,1,0
7910,2004-12-06 04:00:00,1.3447,3,1.3457,1.346,1.3451,1.3455,1.017553,1.071081,1.653306,71.352234,0,0.201844,-2.0,-0.014864,0.381272,2.299628,0.386387,1.025526,-0.007431,0.350642,0,0,102,19.732441,1.3442,1.3455,1.3427,1.3446,1.015762,0.956868,1.781422,69.421566,0,0.605254,-3.75,0.029749,0.369149,2.322178,-0.014864,0.201844,-0.096618,-0.178425,0,0,103,19.678715,1.3447,1.3454,1.3436,1.3437,1.016384,0.870791,1.872487,67.455922,0,0.754652,-0.1,-0.074421,0.352579,2.343529,0.029749,0.605254,0.007437,0.067029,0,0,104,19.624916,7912,20.0,0,1,1
7958,2004-12-16 00:00:00,1.3397,3,1.339,1.3444,1.3385,1.3415,1.013774,1.140712,1.396894,66.826378,0,1.236496,-0.2,0.186359,0.385249,1.691278,0.537795,1.126188,0.014939,0.518174,0,0,20,19.493105,1.3414,1.3424,1.3383,1.3396,1.013361,0.970038,1.467982,62.92751,0,0.959064,-0.722222,-0.134368,0.3801,1.659936,0.186359,1.236496,-0.007454,-0.014942,0,0,21,19.378919,1.3397,1.3412,1.3389,1.3408,1.013366,0.969747,1.515064,64.342502,0,0.851402,-0.727273,0.082041,0.364887,1.626715,-0.134368,0.959064,0.007465,0.044833,0,0,22,19.451074,7960,-30.0,0,1,0
7996,2004-12-24 04:00:00,1.3497,3,1.3485,1.3518,1.348,1.3514,1.011949,1.149513,1.253643,74.995769,0,0.875195,-0.172414,0.214592,0.302548,1.097306,0.163132,1.242537,-0.007415,0.156029,0,0,31,20.082877,1.3516,1.3516,1.3494,1.3498,1.013237,0.972066,1.382962,70.20157,0,0.820621,-0.222222,-0.133353,0.292912,1.104164,0.214592,0.875195,0.014799,0.103858,0,0,32,19.988146,1.3497,1.3513,1.3485,1.3489,1.012633,0.874882,1.467453,67.584393,0,0.741455,-0.5,-0.059308,0.286998,1.108866,-0.133353,0.820621,-0.007409,-0.066696,0,0,33,19.934762,7997,-30.0,0,1,0
7999,2004-12-24 16:00:00,1.3533,1,1.3489,1.3553,1.3484,1.3539,1.013045,1.022232,1.66631,73.496047,0,1.143741,-0.1,0.369303,0.301917,1.118251,-0.059308,0.741455,0.0,-0.007416,0,0,34,20.230445,1.3539,1.3547,1.3521,1.3534,1.015993,0.932921,1.802612,72.080394,0,0.97671,-2.6,-0.036944,0.294177,1.127531,0.369303,1.143741,0.0,0.274399,0,0,35,20.200975,1.3533,1.3544,1.3524,1.3534,1.016156,0.881941,1.898879,72.080394,0,0.839023,-9.0,0.007389,0.28372,1.138134,-0.036944,0.97671,-0.007389,0.022188,0,0,36,20.200975,8003,0.0,0,1,0
