timestamp,pair,open,high,low,close,volume,lower_band,middle_band,upper_band,bb_touch_strength,bb_position,bb_width_pct,rsi_value,rsi_divergence,volume_ratio,candle_rejection,candle_body_pct,atr_pct,trend_strength,prev_candle_body_pct,prev_volume_ratio,gap_from_prev_close,price_momentum,prev_was_selloff,previous_touches,time_since_last_touch,support_distance_pct,session,label
2013.08.28 04:00:00,EURUSD,1.33813,1.33976,1.3374,1.33741,4306,1.333646,1.33699,1.340335,1.002815,0.562721,0.500256,51.749933,0,0.724678,-0.013889,-0.053835,0.212279,0.748245,-0.079216,0.565707,0.000747,-0.05306,0,2,4,19.246903,3,1
2013.09.04 16:00:00,EURUSD,1.3173,1.32178,1.31646,1.321,9459,1.315425,1.319075,1.322725,1.000787,0.763668,0.553482,48.377497,0,1.541332,-0.227027,0.280091,0.191339,-0.049553,-0.020497,1.383189,0.000759,-0.014431,0,3,6,18.243755,1,0
2013.09.04 20:00:00,EURUSD,1.32102,1.32172,1.32042,1.32065,4152,1.315582,1.318989,1.322395,1.003678,0.743841,0.516597,47.182797,0,0.703204,-0.621622,-0.028017,0.184751,-0.074846,0.280091,1.541332,0.001514,0.300807,0,3,7,18.222088,2,0
2013.09.05 00:00:00,EURUSD,1.32055,1.32076,1.31949,1.31967,2871,1.315593,1.31895,1.322306,1.002962,0.607326,0.508981,43.912785,0,0.523972,-0.204545,-0.066683,0.178556,-0.105072,-0.028017,0.703204,-0.007572,-0.070432,0,2,8,18.161359,3,1
2013.10.03 20:00:00,EURUSD,1.36238,1.36306,1.36163,1.36177,4716,1.34875,1.356019,1.363288,1.00955,0.895579,1.072122,67.714304,0,0.74818,-0.229508,-0.044795,0.217257,1.152118,0.182774,1.708083,0.002936,0.220073,0,0,42,20.691453,2,0
2013.10.04 00:00:00,EURUSD,1.36181,1.36297,1.36179,1.36278,3132,1.348796,1.356502,1.364207,1.009634,0.907381,1.136148,69.530383,0,0.518973,-0.020619,0.071178,0.207879,1.157223,-0.044795,0.74818,0.002937,0.011751,0,0,43,20.750231,3,0
2013.10.04 04:00:00,EURUSD,1.36278,1.36315,1.36202,1.36248,3129,1.349104,1.357,1.364896,1.009574,0.847004,1.163768,68.30142,0,0.52427,-1.533333,-0.022019,0.198997,1.166333,0.071178,0.518973,0,0.01689,0,0,44,20.732781,3,1
2013.10.14 12:00:00,EURUSD,1.35525,1.35974,1.35511,1.35867,5797,1.348834,1.353431,1.358028,1.004653,1.06984,0.679297,60.795011,0,1.121494,-0.040936,0.251717,0.197245,1.144601,-0.087069,0.798646,0,0.042819,0,5,14,20.510499,1,0
2013.10.14 16:00:00,EURUSD,1.35867,1.3594,1.3575,1.3575,5928,1.348922,1.353738,1.358555,1.006359,0.890481,0.711583,57.052306,0,1.17342,0,-0.086188,0.193312,1.135738,0.251717,1.121494,0,0.176369,0,4,15,20.441989,1,0
2013.10.14 20:00:00,EURUSD,1.35751,1.3577,1.35588,1.35606,4406,1.349227,1.353986,1.358745,1.004931,0.717896,0.702985,52.748167,0,0.908529,-0.124138,-0.106927,0.189281,1.125909,-0.086188,1.17342,0.000737,-0.119337,0,3,16,20.357506,2,1
