timestamp,confidence,signal,candle_body,momentum,bb_pos,strength
2024.11.13 08:00:00,0.690222505,1,0.063523,-0.068303,0.157793,WEAK
2024.11.14 16:00:00,0.695060596,1,0.366044,0.205866,0.292678,WEAK
2024.11.15 00:00:00,0.746486325,1,0.057639,0.074326,0.20893,MEDIUM
2024.11.18 00:00:00,0.841071123,1,0.150371,0.055568,0.199819,STRONG
2024.11.19 12:00:00,0.782951838,1,0.062522,0.096728,0.316755,MEDIUM
2024.11.21 12:00:00,0.803352999,1,0.119394,0.019013,0.359123,STRONG
2024.11.22 12:00:00,0.773991698,1,0.069487,-0.042426,-0.044611,MEDIUM
2024.11.22 16:00:00,0.714121937,1,0.078211,0.160167,0.067379,MEDIUM
2024.11.22 20:00:00,0.676245289,1,0.009576,0.118334,0.121324,WEAK
2024.11.25 00:00:00,0.67707776,1,0.033349,0.325832,0.403597,WEAK
2024.11.25 12:00:00,0.735741183,1,0.29339,0.024705,0.543915,MEDIUM
2024.11.25 20:00:00,0.780969881,1,0.112188,0.098873,0.373466,MEDIUM
2024.11.26 04:00:00,0.774809081,1,0.169747,0.139124,0.317271,MEDIUM
2024.11.26 20:00:00,0.726028918,1,0.251416,-0.053466,0.545898,MEDIUM
2024.11.28 12:00:00,0.654832119,1,0.101076,0.021353,0.800918,WEAK
2024.12.02 20:00:00,0.880412671,1,0.075076,0.193399,0.163018,STRONG
2024.12.03 04:00:00,0.668436033,1,0.005535,-0.03164,0.162313,WEAK
2024.12.03 08:00:00,0.650107769,1,0.238219,0.037189,0.457483,WEAK
2024.12.03 16:00:00,0.741255709,1,0.174919,-0.053784,0.57888,MEDIUM
2024.12.04 00:00:00,0.687110276,1,0.026051,-0.045005,0.332617,WEAK
2024.12.04 16:00:00,0.717548375,1,0.364094,0.009479,0.856148,MEDIUM
2024.12.05 20:00:00,0.662790861,1,0.111281,-0.012565,1.009663,WEAK
2024.12.06 20:00:00,0.722409692,1,0.115366,0.014936,0.662793,MEDIUM
2024.12.09 08:00:00,0.66249024,1,0.380621,0.02595,0.816056,WEAK
2024.12.11 12:00:00,0.82697079,1,0.316366,-0.109218,0.689031,STRONG
2024.12.11 20:00:00,0.825746307,1,0.057252,-0.009424,0.465945,STRONG
2024.12.13 12:00:00,0.863631963,1,0.19187,0.118082,0.123918,STRONG
2024.12.13 20:00:00,0.82467057,1,0.008715,0.036484,0.053243,STRONG
2024.12.16 00:00:00,0.708486887,1,0.194688,-0.036471,0.159099,MEDIUM
2024.12.17 08:00:00,0.672616593,1,0.096164,-0.048925,0.570994,WEAK
